x          rho        P          Br         Bphi       Bz         ur         uphi       uz         T         
5.465465   0.307078   0.472991   0.348422   0.228745   0.205603   0.310727   0.042646   0.079057   0.140594  
5.485485   0.428612   0.379857   0.047932   0.304018   0.328899   0.088702   0.147206   0.496291   0.037551  
5.505506   0.356003   0.305775   0.107479   0.274883   0.027532   0.331603   0.205916   0.090664   0.491911  
5.525526   0.244463   0.013361   0.348421   0.438886   0.185373   0.112982   0.315394   0.101203   0.062415  
5.545546   0.455277   0.399218   0.428743   0.351871   0.478617   0.229950   0.169066   0.279883   0.057669  
5.565566   0.456109   0.002889   0.010683   0.095544   0.037878   0.118830   0.182760   0.378187   0.289912  
5.585586   0.293162   0.317409   0.080122   0.241426   0.325876   0.048104   0.379602   0.060552   0.247005  
5.605606   0.365371   0.323371   0.375716   0.432372   0.412039   0.401483   0.407941   0.397834   0.425170  
5.625626   0.149921   0.203352   0.400714   0.197896   0.017420   0.304201   0.102941   0.206042   0.000991  
5.645646   0.263219   0.136539   0.430493   0.376684   0.483883   0.088963   0.110481   0.332202   0.123871  
5.665666   0.283224   0.168505   0.255938   0.265100   0.253850   0.138528   0.156088   0.313134   0.385300  
5.685686   0.057706   0.488568   0.464636   0.303063   0.200088   0.327899   0.310635   0.483234   0.384112  
5.705706   0.094081   0.230104   0.215136   0.235034   0.091755   0.154472   0.496469   0.309337   0.294633  
5.725726   0.297176   0.035905   0.061651   0.426570   0.038489   0.273986   0.159954   0.138952   0.015035  
5.745746   0.046413   0.415503   0.030640   0.043544   0.246810   0.423504   0.333453   0.496877   0.301000  
5.765766   0.274074   0.470171   0.215333   0.474223   0.286108   0.005296   0.483939   0.088595   0.281805  
5.785786   0.141388   0.253013   0.313297   0.496317   0.473941   0.066247   0.394970   0.435947   0.367830  
5.805806   0.041873   0.394390   0.136389   0.369893   0.309281   0.211894   0.141540   0.096889   0.016845  
5.825826   0.322387   0.244126   0.362074   0.379310   0.290602   0.369449   0.308838   0.433410   0.409236  
5.845846   0.215198   0.196575   0.013811   0.360793   0.048381   0.284590   0.314393   0.359461   0.266916  
5.865866   0.327848   0.399005   0.167216   0.193353   0.050303   0.235339   0.176332   0.179786   0.310506  
5.885886   0.163010   0.217706   0.348029   0.082225   0.404526   0.318436   0.008076   0.041157   0.393677  
5.905906   0.091750   0.212462   0.420669   0.422429   0.432284   0.184548   0.295945   0.429005   0.399249  
5.925926   0.448234   0.195463   0.407096   0.024069   0.419918   0.322370   0.073404   0.435908   0.288411  
5.945946   0.492001   0.341017   0.196140   0.191590   0.320101   0.486489   0.102082   0.367761   0.180092  
5.965966   0.101878   0.373154   0.485326   0.289895   0.023344   0.383831   0.290913   0.259381   0.470494  
5.985986   0.300029   0.164962   0.024039   0.030181   0.343148   0.012768   0.378712   0.445716   0.359249  
6.006006   0.299151   0.119737   0.459035   0.003560   0.096792   0.092846   0.438950   0.005667   0.008694  
6.026026   0.376571   0.267330   0.295026   0.107836   0.353464   0.196651   0.404440   0.346641   0.270603  
6.046046   0.127415   0.085427   0.089169   0.006263   0.334083   0.207103   0.263501   0.213117   0.211521  
6.066066   0.286954   0.001204   0.071037   0.482474   0.232390   0.079748   0.032381   0.376996   0.168353  
6.086086   0.169000   0.389262   0.357265   0.124010   0.112766   0.467572   0.085389   0.178963   0.143555  
6.106106   0.077641   0.265424   0.499122   0.230790   0.444019   0.449826   0.468711   0.106564   0.254987  
6.126126   0.138726   0.252782   0.274367   0.196951   0.293900   0.012236   0.339100   0.136914   0.041857  
6.146146   0.143721   0.010257   0.151897   0.160187   0.060959   0.482756   0.307633   0.248180   0.427427  
6.166166   0.011890   0.348273   0.080055   0.275632   0.414030   0.100509   0.282685   0.369730   0.315759  
6.186186   0.214948   0.200682   0.304825   0.005665   0.215636   0.159209   0.489927   0.426880   0.153560  
6.206206   0.277434   0.220324   0.307814   0.052478   0.080450   0.458309   0.298449   0.447032   0.434832  
6.226226   0.363382   0.090451   0.279226   0.480433   0.144826   0.225264   0.174875   0.122177   0.063277  
6.246246   0.432882   0.481221   0.443881   0.242803   0.048749   0.204569   0.127744   0.001461   0.035692  
6.266266   0.017468   0.074154   0.314357   0.074048   0.141875   0.348869   0.206674   0.150380   0.366199  
6.286286   0.124480   0.427871   0.482979   0.395530   0.189231   0.230729   0.404673   0.068360   0.352238  
6.306306   0.102780   0.117097   0.121366   0.100267   0.442586   0.405197   0.092971   0.240452   0.080985  
6.326326   0.068139   0.163597   0.294733   0.391760   0.011532   0.121933   0.419253   0.310084   0.433650  
6.346346   0.426493   0.471129   0.297712   0.023991   0.457145   0.061844   0.196673   0.107587   0.391610  
6.366366   0.047231   0.044952   0.035492   0.071708   0.082264   0.011951   0.093892   0.153196   0.023717  
6.386386   0.137836   0.470427   0.401556   0.241658   0.148764   0.486289   0.473372   0.093738   0.180906  
6.406406   0.246817   0.220229   0.028977   0.409101   0.497556   0.380995   0.447200   0.196399   0.274968  
6.426426   0.043447   0.470963   0.369856   0.317176   0.134007   0.445722   0.416057   0.179399   0.443637  
6.446446   0.276884   0.430300   0.339247   0.300445   0.159690   0.257188   0.248325   0.198560   0.000453  
6.466466   0.478710   0.002921   0.073549   0.494696   0.039734   0.023464   0.210336   0.070561   0.433534  
6.486486   0.007132   0.465134   0.107280   0.119244   0.300738   0.023218   0.222017   0.027897   0.324040  
6.506507   0.300694   0.354025   0.182725   0.299407   0.381220   0.452625   0.173628   0.480699   0.039068  
6.526527   0.499061   0.177431   0.339282   0.325231   0.091865   0.253808   0.364506   0.077852   0.288052  
6.546547   0.121359   0.286581   0.276729   0.070808   0.231696   0.013130   0.042254   0.457875   0.019984  
6.566567   0.379805   0.372722   0.385086   0.010017   0.380539   0.200511   0.372980   0.388692   0.180122  
6.586587   0.442677   0.043166   0.104400   0.349462   0.408047   0.032942   0.392230   0.389626   0.357567  
6.606607   0.290216   0.173768   0.237911   0.007504   0.185268   0.239215   0.134467   0.412302   0.140058  
6.626627   0.136265   0.388422   0.127148   0.447038   0.155327   0.348703   0.406331   0.389940   0.340234  
6.646647   0.434683   0.494668   0.156117   0.086778   0.322703   0.225282   0.115319   0.474293   0.343401  
6.666667   0.257126   0.456379   0.188262   0.369565   0.384914   0.155461   0.291785   0.404275   0.332985  
6.686687   0.134685   0.008129   0.163008   0.265935   0.208063   0.325595   0.167682   0.150051   0.313918  
6.706707   0.260199   0.347842   0.157750   0.111289   0.446009   0.466563   0.355603   0.276002   0.396617  
6.726727   0.101976   0.112076   0.199782   0.393966   0.405500   0.072457   0.467496   0.442681   0.201102  
6.746747   0.374707   0.373399   0.355024   0.426959   0.151316   0.095544   0.364454   0.263296   0.052863  
6.766767   0.235110   0.148885   0.236881   0.418766   0.103260   0.077383   0.026107   0.061417   0.041248  
6.786787   0.389030   0.128010   0.383837   0.354662   0.334281   0.085022   0.218972   0.172012   0.239493  
6.806807   0.267269   0.035759   0.076944   0.285452   0.447480   0.169833   0.226599   0.070931   0.092127  
6.826827   0.376245   0.162787   0.025264   0.135727   0.171570   0.074128   0.114169   0.282423   0.492017  
6.846847   0.448569   0.427854   0.307767   0.369268   0.207888   0.124925   0.385781   0.497434   0.257759  
6.866867   0.331476   0.407420   0.015688   0.150132   0.414641   0.451810   0.430046   0.490149   0.111127  
6.886887   0.481323   0.032462   0.420954   0.253088   0.437662   0.034749   0.130258   0.460473   0.488718  
6.906907   0.039283   0.000876   0.024725   0.225346   0.166146   0.319680   0.459869   0.235480   0.250091  
6.926927   0.364591   0.415228   0.273175   0.142551   0.052212   0.058352   0.086374   0.294999   0.187509  
6.946947   0.031137   0.113267   0.271478   0.131206   0.480806   0.275400   0.314474   0.247625   0.008458  
6.966967   0.349384   0.490840   0.359460   0.112997   0.279317   0.272898   0.483173   0.470342   0.326420  
6.986987   0.008637   0.305685   0.220924   0.151293   0.026532   0.340337   0.417732   0.224012   0.077167  
7.007007   0.354949   0.361229   0.254250   0.441403   0.245118   0.298537   0.300421   0.062354   0.137987  
7.027027   0.407502   0.326965   0.079673   0.150594   0.205510   0.046235   0.265848   0.264486   0.064799  
7.047047   0.131935   0.021914   0.440097   0.394813   0.166908   0.258112   0.279707   0.162580   0.376827  
7.067067   0.400797   0.015200   0.051056   0.464874   0.470117   0.047117   0.435485   0.240318   0.003761  
7.087087   0.359312   0.441719   0.107559   0.208933   0.349620   0.086010   0.119719   0.390525   0.228267  
7.107107   0.066591   0.376601   0.069772   0.377293   0.158873   0.264883   0.404191   0.227358   0.291485  
7.127127   0.266363   0.163699   0.496332   0.489550   0.396076   0.428456   0.111075   0.278522   0.395072  
7.147147   0.412806   0.250318   0.371675   0.007569   0.329750   0.154014   0.446231   0.192806   0.286137  
7.167167   0.352837   0.305095   0.368806   0.161782   0.363545   0.193358   0.202988   0.169427   0.319701  
7.187187   0.074312   0.063662   0.305729   0.272658   0.385469   0.092414   0.148031   0.082944   0.392345  
7.207207   0.183631   0.496639   0.316230   0.140419   0.081400   0.107508   0.295343   0.096275   0.356141  
7.227227   0.062757   0.269005   0.277959   0.148157   0.195668   0.057646   0.076674   0.168348   0.189121  
7.247247   0.337977   0.349565   0.447244   0.297643   0.319193   0.081165   0.177949   0.113321   0.444882  
7.267267   0.154463   0.316911   0.038493   0.200614   0.065945   0.185604   0.252175   0.451941   0.464028  
7.287287   0.339812   0.005503   0.384966   0.430246   0.415288   0.331553   0.218580   0.291421   0.181260  
7.307307   0.344332   0.401346   0.088719   0.239077   0.433799   0.107051   0.057192   0.129462   0.161601  
7.327327   0.413257   0.463977   0.456386   0.254446   0.125981   0.282830   0.223651   0.090069   0.105672  
7.347347   0.113901   0.485924   0.428781   0.452238   0.273934   0.489906   0.341765   0.176160   0.387033  
7.367367   0.274738   0.463561   0.051488   0.113137   0.071023   0.447526   0.221659   0.116058   0.470605  
7.387387   0.419834   0.165599   0.244526   0.332962   0.257061   0.256498   0.212815   0.227723   0.240175  
7.407407   0.157441   0.268483   0.304565   0.140627   0.081356   0.270601   0.321788   0.086027   0.424742  
7.427427   0.165676   0.289095   0.262837   0.482689   0.253347   0.237237   0.319260   0.260797   0.050743  
7.447447   0.408586   0.139070   0.045926   0.160654   0.253079   0.237091   0.112089   0.293294   0.065945  
7.467467   0.070544   0.053326   0.486764   0.230912   0.272380   0.477750   0.008325   0.044646   0.252411  
7.487487   0.058394   0.053894   0.131102   0.265519   0.180338   0.431700   0.443090   0.250027   0.495659  
7.507508   0.408941   0.395982   0.219647   0.136032   0.300432   0.212124   0.458771   0.470790   0.464412  
7.527528   0.094475   0.226656   0.346961   0.439033   0.314160   0.226422   0.117600   0.408857   0.237466  
7.547548   0.039446   0.350160   0.323059   0.261617   0.094294   0.360857   0.434103   0.489324   0.475907  
7.567568   0.294241   0.451786   0.304970   0.156923   0.438424   0.140101   0.250781   0.192202   0.236924  
7.587588   0.056964   0.382670   0.323427   0.088420   0.456590   0.208682   0.363303   0.389408   0.093381  
7.607608   0.139282   0.483048   0.005708   0.112508   0.307391   0.301603   0.345689   0.452729   0.116619  
7.627628   0.421626   0.220215   0.142909   0.429919   0.271591   0.243823   0.040901   0.410825   0.322285  
7.647648   0.018959   0.137608   0.419393   0.076071   0.494136   0.006097   0.261084   0.061372   0.324546  
7.667668   0.231637   0.298178   0.046372   0.490717   0.168923   0.214177   0.485028   0.266112   0.213786  
7.687688   0.367359   0.445196   0.081170   0.242338   0.416047   0.117212   0.379741   0.073281   0.273624  
7.707708   0.112367   0.067928   0.303846   0.105916   0.036700   0.498249   0.289684   0.085294   0.285128  
7.727728   0.383629   0.170061   0.403052   0.128398   0.236773   0.323976   0.480902   0.329646   0.097882  
7.747748   0.452982   0.314923   0.283832   0.195043   0.062626   0.101417   0.292852   0.135393   0.497105  
7.767768   0.347321   0.477399   0.449061   0.459315   0.414929   0.173092   0.240421   0.416614   0.012488  
7.787788   0.424812   0.359226   0.177746   0.097982   0.410874   0.491265   0.102684   0.308620   0.391091  
7.807808   0.412669   0.210550   0.301402   0.140126   0.466019   0.384057   0.203753   0.495398   0.331163  
7.827828   0.468425   0.480566   0.430983   0.276975   0.355962   0.186456   0.449491   0.385281   0.283391  
7.847848   0.455189   0.010177   0.262361   0.131997   0.167238   0.481334   0.286021   0.420225   0.328439  
7.867868   0.220856   0.178628   0.067804   0.128579   0.004562   0.189256   0.437729   0.084463   0.491114  
7.887888   0.034356   0.021695   0.496194   0.242972   0.052156   0.176210   0.047152   0.294781   0.485038  
7.907908   0.168517   0.315454   0.176207   0.465699   0.309997   0.426970   0.113743   0.393375   0.083290  
7.927928   0.126243   0.083702   0.398388   0.266746   0.384011   0.315130   0.167812   0.192419   0.468580  
7.947948   0.248309   0.135345   0.053011   0.080066   0.011989   0.313557   0.009228   0.142703   0.125532  
7.967968   0.442713   0.448765   0.061206   0.362323   0.052568   0.102836   0.259151   0.433201   0.210153  
7.987988   0.396362   0.082960   0.363153   0.222425   0.176394   0.047712   0.157568   0.130721   0.488126  
8.008008   0.114450   0.058367   0.425988   0.356226   0.326643   0.024234   0.461854   0.205176   0.103964  
8.028028   0.457967   0.381361   0.112372   0.020076   0.463815   0.314333   0.354838   0.307630   0.052270  
8.048048   0.349884   0.333776   0.115319   0.399198   0.048355   0.394472   0.197292   0.413043   0.295610  
8.068068   0.475292   0.008783   0.335084   0.418116   0.311124   0.154380   0.325317   0.282743   0.482760  
8.088088   0.136762   0.396152   0.460225   0.106444   0.480465   0.154051   0.354587   0.172187   0.155427  
8.108108   0.233429   0.412822   0.055674   0.423523   0.425081   0.026304   0.008195   0.126973   0.035176  
8.128128   0.342608   0.394160   0.418313   0.446417   0.036741   0.462388   0.427006   0.363865   0.398614  
8.148148   0.383969   0.108973   0.305938   0.097096   0.309730   0.024181   0.220194   0.364731   0.213343  
8.168168   0.211920   0.255618   0.367516   0.387135   0.168374   0.231382   0.165885   0.121747   0.095589  
8.188188   0.440041   0.296529   0.112446   0.013618   0.180113   0.053926   0.016953   0.395807   0.303506  
8.208208   0.356846   0.193785   0.467817   0.161942   0.350455   0.462713   0.252714   0.172217   0.420517  
8.228228   0.115282   0.255690   0.400947   0.327794   0.399132   0.326220   0.221100   0.342357   0.384268  
8.248248   0.231973   0.382463   0.098549   0.295785   0.210234   0.440064   0.096121   0.424646   0.308139  
8.268268   0.417812   0.186686   0.183766   0.444157   0.383858   0.007220   0.366934   0.290533   0.028309  
8.288288   0.244943   0.112824   0.087165   0.385070   0.046083   0.152596   0.156906   0.198791   0.453779  
8.308308   0.238246   0.155953   0.037017   0.216346   0.192453   0.381233   0.211596   0.360513   0.233827  
8.328328   0.344687   0.472974   0.290544   0.092066   0.129539   0.381006   0.478486   0.016093   0.391868  
8.348348   0.404067   0.210803   0.272614   0.393758   0.030265   0.120327   0.461328   0.024734   0.076290  
8.368368   0.306999   0.349635   0.203655   0.156196   0.064217   0.236428   0.057156   0.217137   0.002892  
8.388388   0.262632   0.018821   0.305601   0.331833   0.058923   0.277517   0.474533   0.208452   0.493991  
8.408408   0.127497   0.338357   0.327932   0.102959   0.450656   0.112269   0.232637   0.169285   0.138708  
8.428428   0.436045   0.361018   0.361312   0.486034   0.017878   0.441182   0.498380   0.166171   0.368397  
8.448448   0.432986   0.418422   0.317868   0.014211   0.304993   0.297969   0.339367   0.312231   0.436546  
8.468468   0.102200   0.446655   0.355416   0.363325   0.260867   0.384089   0.421704   0.353754   0.479201  
8.488488   0.200167   0.390368   0.122204   0.482693   0.147139   0.275140   0.013545   0.435589   0.156263  
8.508509   0.205382   0.121182   0.425241   0.007794   0.068539   0.075625   0.243005   0.384166   0.359496  
8.528529   0.153874   0.090193   0.308794   0.254975   0.349368   0.288001   0.389286   0.106428   0.495926  
8.548549   0.323102   0.263907   0.380858   0.451402   0.219060   0.173441   0.080749   0.103422   0.283850  
8.568569   0.025425   0.361554   0.340057   0.235765   0.210879   0.232854   0.386429   0.211135   0.335824  
8.588589   0.011444   0.084357   0.093157   0.202541   0.252934   0.409156   0.040649   0.090662   0.173081  
8.608609   0.210628   0.364818   0.426850   0.442098   0.239098   0.215296   0.270144   0.117826   0.172581  
8.628629   0.250118   0.077819   0.037130   0.105734   0.359080   0.468926   0.055450   0.256080   0.201800  
8.648649   0.437464   0.126642   0.472541   0.069501   0.249562   0.228300   0.332354   0.103742   0.077582  
8.668669   0.331102   0.379539   0.209865   0.157272   0.239591   0.215385   0.440556   0.127241   0.410314  
8.688689   0.173224   0.216854   0.394358   0.250943   0.157388   0.197111   0.104843   0.380251   0.206624  
8.708709   0.071425   0.160878   0.327524   0.136998   0.260844   0.094049   0.146131   0.029349   0.367973  
8.728729   0.035015   0.346148   0.419275   0.356648   0.357171   0.041352   0.379728   0.256998   0.039627  
8.748749   0.228715   0.096160   0.211664   0.419798   0.128140   0.126539   0.301929   0.464312   0.043949  
8.768769   0.382096   0.298742   0.205060   0.440202   0.067566   0.126674   0.116855   0.075910   0.412068  
8.788789   0.373149   0.416489   0.080111   0.196287   0.432465   0.253979   0.380188   0.386134   0.252955  
8.808809   0.022754   0.290326   0.199521   0.457436   0.222411   0.466462   0.407961   0.245759   0.034792  
8.828829   0.082748   0.047637   0.495925   0.120263   0.168810   0.477675   0.162747   0.291804   0.070918  
8.848849   0.063486   0.375526   0.291315   0.118994   0.038259   0.326105   0.230809   0.421298   0.118401  
8.868869   0.362591   0.169047   0.238558   0.011800   0.470902   0.274649   0.038134   0.274704   0.018974  
8.888889   0.100555   0.400861   0.338492   0.046608   0.066288   0.124080   0.437045   0.304307   0.312241  
8.908909   0.045399   0.193883   0.236900   0.254594   0.494910   0.034732   0.217480   0.116716   0.458140  
8.928929   0.137757   0.478666   0.335000   0.323964   0.422209   0.258400   0.151013   0.259661   0.160075  
8.948949   0.075554   0.432678   0.335440   0.090561   0.171872   0.094089   0.481243   0.154865   0.324660  
8.968969   0.344129   0.259815   0.350490   0.482673   0.238429   0.029247   0.289657   0.378898   0.404812  
8.988989   0.045882   0.247555   0.243989   0.011321   0.409727   0.434678   0.199773   0.451428   0.290697  
9.009009   0.198506   0.427853   0.311104   0.250300   0.173789   0.127923   0.133728   0.303634   0.200120  
9.029029   0.391723   0.192974   0.083335   0.158445   0.313767   0.024281   0.150660   0.026239   0.170779  
9.049049   0.374800   0.311755   0.172881   0.110223   0.331160   0.186160   0.194919   0.389924   0.126929  
9.069069   0.035626   0.121802   0.404444   0.041432   0.465833   0.123298   0.184076   0.438020   0.339442  
9.089089   0.437624   0.023126   0.367577   0.051632   0.422311   0.423469   0.460083   0.251981   0.284668  
9.109109   0.035522   0.105527   0.101816   0.412305   0.076901   0.492745   0.385825   0.197226   0.440643  
9.129129   0.327818   0.417861   0.350963   0.425199   0.087799   0.301349   0.262236   0.417258   0.212023  
9.149149   0.267826   0.378285   0.006503   0.387229   0.358940   0.289650   0.480443   0.215217   0.372487  
9.169169   0.342162   0.336274   0.061864   0.175526   0.334363   0.233130   0.184204   0.190998   0.220787  
9.189189   0.469496   0.031731   0.104124   0.461167   0.186080   0.100033   0.231512   0.464096   0.447430  
9.209209   0.476811   0.297773   0.277227   0.377303   0.344639   0.088052   0.256824   0.219825   0.119723  
9.229229   0.086929   0.376705   0.043444   0.161528   0.381692   0.376891   0.093066   0.025466   0.147179  
9.249249   0.106611   0.257710   0.389905   0.255307   0.052740   0.208692   0.341660   0.175544   0.198857  
9.269269   0.368969   0.468108   0.175676   0.075548   0.420069   0.070734   0.415745   0.451540   0.096703  
9.289289   0.354463   0.037901   0.190096   0.018220   0.294894   0.044442   0.128551   0.476879   0.385252  
9.309309   0.008225   0.113124   0.204429   0.126416   0.005399   0.490376   0.372376   0.346358   0.018515  
9.329329   0.297177   0.428835   0.100772   0.420628   0.495234   0.281106   0.004163   0.230327   0.408570  
9.349349   0.376738   0.468840   0.153416   0.077130   0.489187   0.013747   0.007257   0.355259   0.076660  
9.369369   0.115760   0.415912   0.290988   0.289734   0.373446   0.403583   0.011449   0.133799   0.303351  
9.389389   0.013821   0.081574   0.443670   0.168314   0.245218   0.143743   0.489421   0.237159   0.290592  
9.409409   0.226328   0.304445   0.248691   0.222907   0.152541   0.133000   0.492390   0.167662   0.439135  
9.429429   0.347640   0.084404   0.071741   0.412898   0.200729   0.225333   0.299877   0.057765   0.253126  
9.449449   0.492528   0.398017   0.364074   0.018340   0.026895   0.063730   0.371838   0.176022   0.329843  
9.469469   0.006064   0.159677   0.228191   0.064305   0.266077   0.265897   0.214951   0.489169   0.349781  
9.489489   0.264072   0.447698   0.193909   0.372788   0.395779   0.102593   0.454819   0.122888   0.137568  
9.509510   0.150771   0.206061   0.154344   0.027641   0.368428   0.216884   0.445338   0.042842   0.329448  
9.529530   0.377083   0.427839   0.033661   0.352419   0.328698   0.300010   0.313092   0.007718   0.215727  
9.549550   0.092758   0.186967   0.272611   0.316662   0.183592   0.016659   0.039247   0.152876   0.408765  
9.569570   0.338180   0.377989   0.319583   0.243158   0.086999   0.417435   0.358771   0.069973   0.495296  
9.589590   0.171473   0.027931   0.092758   0.488136   0.414680   0.019880   0.191531   0.369011   0.134110  
9.609610   0.401061   0.135266   0.316639   0.211145   0.059205   0.282759   0.398007   0.452966   0.029858  
9.629630   0.213303   0.221341   0.150585   0.327806   0.281586   0.175000   0.197934   0.202904   0.484031  
9.649650   0.364694   0.195299   0.266881   0.241699   0.033895   0.110869   0.049784   0.352656   0.155436  
9.669670   0.422531   0.401568   0.263961   0.239492   0.034770   0.391596   0.327169   0.232392   0.043362  
9.689690   0.277214   0.163221   0.112153   0.210230   0.273617   0.227920   0.057527   0.118173   0.090647  
9.709710   0.293597   0.052404   0.112368   0.186576   0.381210   0.213882   0.491043   0.385835   0.096217  
9.729730   0.305557   0.341145   0.351940   0.422789   0.042183   0.091421   0.469060   0.043216   0.355562  
9.749750   0.177524   0.047210   0.309653   0.229370   0.470439   0.081409   0.211396   0.220605   0.033663  
9.769770   0.298058   0.332092   0.142105   0.158133   0.195902   0.415220   0.137106   0.018570   0.449553  
9.789790   0.109252   0.457635   0.191870   0.199368   0.479024   0.139337   0.261500   0.146095   0.348419  
9.809810   0.126539   0.378334   0.338499   0.272154   0.010254   0.148650   0.024072   0.486395   0.432754  
9.829830   0.224276   0.327785   0.137824   0.413918   0.400282   0.197216   0.192327   0.406887   0.179253  
9.849850   0.308792   0.029577   0.154790   0.450849   0.249018   0.395252   0.048724   0.216305   0.187915  
9.869870   0.017886   0.222814   0.081777   0.108843   0.475877   0.021159   0.370077   0.004336   0.489371  
9.889890   0.085687   0.124892   0.372935   0.230764   0.061898   0.449803   0.132890   0.117463   0.440873  
9.909910   0.277897   0.367521   0.251006   0.082891   0.376584   0.238993   0.437084   0.406057   0.091473  
9.929930   0.313097   0.202940   0.461173   0.118077   0.402422   0.171900   0.308938   0.304760   0.167068  
9.949950   0.244647   0.109702   0.263154   0.386303   0.061977   0.178868   0.437539   0.278162   0.335312  
9.969970   0.156959   0.081959   0.366528   0.358310   0.055640   0.068072   0.201211   0.061140   0.082279  
9.989990   0.452340   0.052357   0.391810   0.409448   0.219592   0.138101   0.175454   0.172137   0.309942  
10.010010  0.313988   0.276523   0.093505   0.252701   0.202813   0.353784   0.349370   0.262261   0.309530  
10.030030  0.380181   0.218644   0.087442   0.097870   0.080471   0.322607   0.346307   0.208985   0.349795  
10.050050  0.168979   0.140071   0.251872   0.372981   0.149716   0.079544   0.234677   0.419716   0.140414  
10.070070  0.466608   0.171483   0.370906   0.168184   0.272915   0.120983   0.223622   0.442748   0.403787  
10.090090  0.344474   0.140672   0.341103   0.453104   0.155126   0.253062   0.184133   0.005162   0.473340  
10.110110  0.070479   0.301273   0.148399   0.299173   0.481332   0.120896   0.292470   0.213563   0.108288  
10.130130  0.090724   0.294644   0.191596   0.058964   0.365989   0.068532   0.073306   0.486548   0.098103  
10.150150  0.378072   0.155041   0.178683   0.341070   0.354022   0.184663   0.150109   0.090158   0.199446  
10.170170  0.478703   0.332488   0.058684   0.266257   0.053723   0.319515   0.490896   0.002725   0.036237  
10.190190  0.374834   0.166672   0.066311   0.251836   0.316433   0.090015   0.312301   0.293231   0.014985  
10.210210  0.033952   0.164224   0.175948   0.265789   0.181534   0.365654   0.224662   0.058789   0.349802  
10.230230  0.491333   0.004828   0.133934   0.444761   0.377424   0.227174   0.476939   0.433813   0.200402  
10.250250  0.178135   0.322230   0.005234   0.297373   0.441707   0.249486   0.464580   0.379092   0.321778  
10.270270  0.390703   0.118915   0.451352   0.235624   0.151568   0.009195   0.353698   0.083007   0.021258  
10.290290  0.445551   0.460106   0.299971   0.476379   0.344109   0.040696   0.434638   0.462703   0.198442  
10.310310  0.000583   0.359268   0.097023   0.154917   0.340738   0.197170   0.481950   0.254651   0.319871  
10.330330  0.230872   0.423488   0.275373   0.066870   0.010613   0.028426   0.413205   0.255632   0.434039  
10.350350  0.495475   0.066165   0.037593   0.131834   0.454323   0.233944   0.368168   0.033749   0.383061  
10.370370  0.179668   0.274953   0.343293   0.167041   0.433108   0.318070   0.340992   0.179328   0.195301  
10.390390  0.170211   0.280337   0.155812   0.011804   0.132638   0.347958   0.136100   0.100887   0.329258  
10.410410  0.034853   0.177882   0.366739   0.159012   0.391392   0.476630   0.407662   0.174724   0.181918  
10.430430  0.227471   0.014469   0.263618   0.088031   0.237450   0.319061   0.056285   0.120376   0.007439  
10.450450  0.437284   0.312761   0.412048   0.116201   0.215178   0.280479   0.308851   0.291246   0.049203  
10.470470  0.006108   0.362731   0.045969   0.165566   0.145435   0.472317   0.298068   0.077136   0.083029  
10.490490  0.484734   0.379086   0.365344   0.150800   0.193593   0.181394   0.386468   0.405901   0.409199  
10.510511  0.474932   0.194248   0.457797   0.343184   0.033629   0.436411   0.246276   0.026255   0.378441  
10.530531  0.497196   0.349800   0.377558   0.039390   0.119505   0.062278   0.148451   0.042772   0.039942  
10.550551  0.176403   0.442165   0.078457   0.345526   0.486448   0.479530   0.060691   0.495384   0.326385  
10.570571  0.382253   0.484374   0.151983   0.477892   0.228823   0.066453   0.005653   0.061328   0.133569  
10.590591  0.322683   0.083027   0.134389   0.322942   0.091416   0.067022   0.016547   0.236315   0.489105  
10.610611  0.031100   0.305415   0.472266   0.240761   0.189554   0.004845   0.039926   0.068103   0.177456  
10.630631  0.030964   0.052332   0.100030   0.023989   0.417933   0.296727   0.101068   0.207243   0.010407  
10.650651  0.191508   0.020389   0.282305   0.340274   0.112290   0.281174   0.177428   0.118372   0.027082  
10.670671  0.220280   0.431534   0.472276   0.444906   0.196642   0.050745   0.024181   0.486154   0.141729  
10.690691  0.000180   0.494085   0.334232   0.159451   0.405732   0.027906   0.064233   0.313897   0.316480  
10.710711  0.024489   0.266025   0.101435   0.150185   0.331333   0.130872   0.120964   0.252770   0.119072  
10.730731  0.359639   0.170116   0.088771   0.274647   0.204625   0.451714   0.059560   0.119910   0.470595  
10.750751  0.486382   0.113908   0.122855   0.178021   0.408944   0.068247   0.021849   0.186714   0.139463  
10.770771  0.224062   0.442420   0.303068   0.181634   0.149338   0.386850   0.042170   0.450819   0.358947  
10.790791  0.384008   0.115038   0.202712   0.170431   0.206102   0.204213   0.497503   0.213985   0.478533  
10.810811  0.275692   0.117164   0.151199   0.092449   0.350978   0.288339   0.269406   0.013056   0.318940  
10.830831  0.118078   0.468455   0.103128   0.139274   0.101745   0.273052   0.498440   0.031557   0.021323  
10.850851  0.093784   0.117926   0.153905   0.453756   0.259329   0.377748   0.095786   0.384084   0.497696  
10.870871  0.326097   0.400435   0.010126   0.104504   0.222750   0.238590   0.109391   0.325752   0.307931  
10.890891  0.178246   0.080408   0.394939   0.083245   0.155081   0.297244   0.407660   0.027150   0.211480  
10.910911  0.159032   0.231575   0.453123   0.307791   0.221834   0.465177   0.143934   0.224422   0.103518  
